CONTAINER ID        NAME                CPU %               MEM USAGE / LIMIT   MEM %               NET I/O             BLOCK I/O           PIDS
c715a2a42078        producer5           0.01%               65.45MiB / 2GiB     3.20%               19.3MB / 7.74MB     4.1kB / 15.8MB      7
0ac5449ff102        producer4           0.01%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.01%               63.45MiB / 2GiB     3.10%               17.7MB / 7.4MB      156kB / 15.8MB      7
26b17bb4d32f        producer2           0.02%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               54.55%              1.885GiB / 3GiB     62.83%              514MB / 336MB       665MB / 115MB       157
283acd69188f        kafka               1.46%               993MiB / 2GiB       48.49%              65.7MB / 110MB      61.6MB / 14.7MB     85
c841643e69d3        neo4j               166.33%             795.8MiB / 2GiB     38.86%              275MB / 376MB       28.8MB / 1.67GB     46
c715a2a42078        producer5           0.25%               65.46MiB / 2GiB     3.20%               19.3MB / 7.77MB     4.1kB / 15.8MB      8
0ac5449ff102        producer4           0.01%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.01%               63.4MiB / 2GiB      3.10%               17.7MB / 7.42MB     156kB / 15.8MB      7
26b17bb4d32f        producer2           0.02%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               50.32%              1.885GiB / 3GiB     62.83%              517MB / 338MB       665MB / 115MB       157
283acd69188f        kafka               1.42%               992.9MiB / 2GiB     48.48%              66MB / 110MB        61.6MB / 14.7MB     85
c841643e69d3        neo4j               174.53%             795.9MiB / 2GiB     38.86%              277MB / 378MB       28.8MB / 1.68GB     47
c715a2a42078        producer5           0.03%               65.46MiB / 2GiB     3.20%               19.3MB / 7.8MB      4.1kB / 15.8MB      7
0ac5449ff102        producer4           0.02%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.58%               64.27MiB / 2GiB     3.14%               17.8MB / 7.45MB     156kB / 15.8MB      9
26b17bb4d32f        producer2           0.01%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               47.42%              1.885GiB / 3GiB     62.83%              519MB / 339MB       665MB / 115MB       157
283acd69188f        kafka               1.46%               992.9MiB / 2GiB     48.48%              66.2MB / 111MB      61.6MB / 14.8MB     85
c841643e69d3        neo4j               0.30%               795.6MiB / 2GiB     38.85%              278MB / 380MB       28.8MB / 1.69GB     46
c715a2a42078        producer5           0.01%               65.46MiB / 2GiB     3.20%               19.3MB / 7.82MB     4.1kB / 15.8MB      7
0ac5449ff102        producer4           0.02%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.03%               63.69MiB / 2GiB     3.11%               17.8MB / 7.47MB     332kB / 15.8MB      7
26b17bb4d32f        producer2           0.01%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               47.75%              1.885GiB / 3GiB     62.83%              520MB / 340MB       665MB / 115MB       157
283acd69188f        kafka               1.24%               992.9MiB / 2GiB     48.48%              66.5MB / 111MB      61.6MB / 14.8MB     85
c841643e69d3        neo4j               8.35%               795.7MiB / 2GiB     38.85%              279MB / 381MB       28.8MB / 1.69GB     46
c715a2a42078        producer5           0.01%               65.46MiB / 2GiB     3.20%               19.3MB / 7.84MB     4.1kB / 15.8MB      7
0ac5449ff102        producer4           0.01%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.01%               63.44MiB / 2GiB     3.10%               17.8MB / 7.49MB     332kB / 15.8MB      7
26b17bb4d32f        producer2           0.02%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               65.74%              1.885GiB / 3GiB     62.83%              522MB / 342MB       665MB / 116MB       157
283acd69188f        kafka               1.17%               992.9MiB / 2GiB     48.48%              66.7MB / 112MB      61.6MB / 14.9MB     85
c841643e69d3        neo4j               38.67%              795.9MiB / 2GiB     38.86%              280MB / 383MB       28.8MB / 1.7GB      46
c715a2a42078        producer5           0.26%               65.46MiB / 2GiB     3.20%               19.3MB / 7.86MB     4.1kB / 15.8MB      8
0ac5449ff102        producer4           0.01%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.01%               63.41MiB / 2GiB     3.10%               17.8MB / 7.51MB     332kB / 15.8MB      7
26b17bb4d32f        producer2           0.02%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               40.24%              1.885GiB / 3GiB     62.83%              523MB / 343MB       665MB / 116MB       157
283acd69188f        kafka               1.29%               992.9MiB / 2GiB     48.48%              66.9MB / 112MB      61.6MB / 14.9MB     85
c841643e69d3        neo4j               87.01%              796MiB / 2GiB       38.87%              281MB / 384MB       28.8MB / 1.7GB      46
c715a2a42078        producer5           0.03%               65.5MiB / 2GiB      3.20%               19.3MB / 7.88MB     4.1kB / 15.8MB      7
0ac5449ff102        producer4           0.02%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.01%               63.43MiB / 2GiB     3.10%               17.8MB / 7.53MB     332kB / 15.8MB      7
26b17bb4d32f        producer2           0.01%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               42.98%              1.884GiB / 3GiB     62.81%              525MB / 344MB       665MB / 116MB       157
283acd69188f        kafka               1.27%               992.9MiB / 2GiB     48.48%              67.2MB / 113MB      61.6MB / 15MB       85
c841643e69d3        neo4j               88.67%              796MiB / 2GiB       38.87%              282MB / 385MB       28.8MB / 1.71GB     46
c715a2a42078        producer5           0.03%               65.48MiB / 2GiB     3.20%               19.3MB / 7.9MB      4.1kB / 15.8MB      7
0ac5449ff102        producer4           0.02%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.01%               63.41MiB / 2GiB     3.10%               17.8MB / 7.55MB     332kB / 15.8MB      7
26b17bb4d32f        producer2           0.01%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               45.07%              1.885GiB / 3GiB     62.82%              526MB / 345MB       665MB / 116MB       157
283acd69188f        kafka               1.36%               992.9MiB / 2GiB     48.48%              67.4MB / 113MB      61.6MB / 15MB       85
c841643e69d3        neo4j               64.06%              796.1MiB / 2GiB     38.87%              283MB / 386MB       28.8MB / 1.71GB     46
c715a2a42078        producer5           0.03%               65.51MiB / 2GiB     3.20%               19.3MB / 7.92MB     4.1kB / 15.8MB      7
0ac5449ff102        producer4           0.02%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.01%               63.43MiB / 2GiB     3.10%               17.8MB / 7.57MB     332kB / 15.8MB      7
26b17bb4d32f        producer2           0.01%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               44.06%              1.885GiB / 3GiB     62.83%              527MB / 346MB       665MB / 116MB       157
283acd69188f        kafka               1.63%               992.9MiB / 2GiB     48.48%              67.6MB / 113MB      61.6MB / 15.1MB     85
c841643e69d3        neo4j               139.78%             796.2MiB / 2GiB     38.88%              283MB / 387MB       28.8MB / 1.72GB     46
c715a2a42078        producer5           0.03%               65.46MiB / 2GiB     3.20%               19.4MB / 7.94MB     4.1kB / 15.8MB      7
0ac5449ff102        producer4           0.02%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.01%               63.43MiB / 2GiB     3.10%               17.8MB / 7.59MB     332kB / 15.8MB      7
26b17bb4d32f        producer2           0.01%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               53.88%              1.885GiB / 3GiB     62.83%              529MB / 347MB       665MB / 117MB       157
283acd69188f        kafka               1.31%               992.9MiB / 2GiB     48.48%              67.8MB / 114MB      61.6MB / 15.1MB     85
c841643e69d3        neo4j               24.91%              796.3MiB / 2GiB     38.88%              284MB / 389MB       28.8MB / 1.74GB     47
c715a2a42078        producer5           0.27%               65.48MiB / 2GiB     3.20%               19.4MB / 7.96MB     4.1kB / 15.8MB      8
0ac5449ff102        producer4           0.01%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.01%               63.41MiB / 2GiB     3.10%               17.8MB / 7.61MB     332kB / 15.8MB      7
26b17bb4d32f        producer2           0.01%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               38.94%              1.885GiB / 3GiB     62.83%              530MB / 348MB       665MB / 117MB       157
283acd69188f        kafka               1.28%               992.9MiB / 2GiB     48.48%              68.1MB / 114MB      61.6MB / 15.2MB     85
c841643e69d3        neo4j               84.44%              796.2MiB / 2GiB     38.88%              285MB / 390MB       28.8MB / 1.74GB     46
c715a2a42078        producer5           0.26%               65.5MiB / 2GiB      3.20%               19.4MB / 7.98MB     4.1kB / 15.8MB      8
0ac5449ff102        producer4           0.02%               102.1MiB / 2GiB     4.98%               132MB / 669MB       0B / 15.8MB         6
7d71704d4fc3        producer3           0.01%               63.41MiB / 2GiB     3.10%               17.8MB / 7.62MB     332kB / 15.8MB      7
26b17bb4d32f        producer2           0.01%               127.5MiB / 2GiB     6.23%               129MB / 657MB       595MB / 15.8MB      6
ea2d413f4413        storm               43.57%              1.885GiB / 3GiB     62.83%              531MB / 349MB       665MB / 117MB       157
